%%MatrixMarket matrix coordinate real general
65536 65536 41846
4	1235	1
4	3588	1
4	4104	1
4	4293	1
4	5762	1
4	7605	1
4	9341	1
4	10391	1
4	10413	1
4	10528	1
4	12180	1
4	12275	1
4	12514	1
4	13633	1
4	13998	1
4	15226	1
4	15434	1
4	16772	1
4	19284	1
4	19323	1
4	19936	1
4	21991	1
4	22301	1
4	23941	1
4	24558	1
4	26225	1
4	28604	1
4	28645	1
4	32342	1
4	34645	1
4	35096	1
4	35441	1
4	35547	1
4	36122	1
4	36246	1
4	37267	1
4	38514	1
4	38682	1
4	38773	1
4	40404	1
4	41394	1
4	44541	1
4	45717	1
4	45736	1
4	47591	1
4	48842	1
4	49859	1
4	50222	1
4	50853	1
4	51129	1
4	52599	1
4	53402	1
4	55303	1
4	55817	1
4	56872	1
4	57756	1
4	58457	1
4	60910	1
4	62045	1
4	62286	1
4	62438	1
4	63921	1
4	64237	1
4	64424	1
10	2833	1
10	15461	1
10	18947	1
10	19856	1
10	26639	1
10	26864	1
10	27044	1
10	39650	1
10	49504	1
10	52681	1
10	53719	1
10	54030	1
10	54196	1
10	54514	1
10	55887	1
10	61926	1
10	63635	1
21	5498	1
21	7876	1
21	8316	1
21	10128	1
21	10575	1
21	16660	1
21	18294	1
21	22265	1
21	23509	1
21	24556	1
21	24783	1
21	27018	1
21	30255	1
21	30538	1
21	30644	1
21	31238	1
21	32026	1
21	33225	1
21	34019	1
21	34959	1
21	35092	1
21	35701	1
21	35849	1
21	36727	1
21	46008	1
21	46709	1
21	48306	1
21	48895	1
21	50624	1
21	53066	1
21	53859	1
21	55158	1
21	56573	1
21	59158	1
21	59237	1
21	59474	1
21	59918	1
21	60639	1
21	61488	1
21	61541	1
21	65014	1
21	65403	1
24	313	1
24	462	1
24	1226	1
24	1281	1
24	1454	1
24	1729	1
24	2815	1
24	3238	1
24	4206	1
24	4605	1
24	6013	1
24	7303	1
24	9307	1
24	10254	1
24	10295	1
24	10701	1
24	11684	1
24	13301	1
24	15622	1
24	15819	1
24	16642	1
24	17634	1
24	17711	1
24	18875	1
24	19108	1
24	19413	1
24	23417	1
24	24453	1
24	25781	1
24	26570	1
24	29106	1
24	29207	1
24	30237	1
24	34264	1
24	36294	1
24	36882	1
24	37231	1
24	37355	1
24	38931	1
24	40288	1
24	41115	1
24	42250	1
24	43645	1
24	45829	1
24	48080	1
24	49316	1
24	50729	1
24	51696	1
24	51938	1
24	52588	1
24	53436	1
24	54422	1
24	55022	1
24	55459	1
24	57999	1
24	58806	1
24	59403	1
24	60296	1
24	62022	1
24	62096	1
24	65017	1
34	2125	1
34	2198	1
34	3910	1
34	4403	1
34	4433	1
34	4659	1
34	4900	1
34	5284	1
34	5535	1
34	6441	1
34	6460	1
34	7225	1
34	7988	1
34	9062	1
34	10557	1
34	10659	1
34	11409	1
34	11493	1
34	12659	1
34	12873	1
34	12974	1
34	13023	1
34	14430	1
34	14562	1
34	15230	1
34	15255	1
34	15743	1
34	16263	1
34	17263	1
34	17581	1
34	18396	1
34	18592	1
34	18834	1
34	20223	1
34	20325	1
34	20796	1
34	22461	1
34	22495	1
34	23482	1
34	26369	1
34	26923	1
34	28309	1
34	28382	1
34	30567	1
34	31114	1
34	32258	1
34	32490	1
34	33431	1
34	33537	1
34	34438	1
34	35259	1
34	35312	1
34	35561	1
34	36636	1
34	36777	1
34	37434	1
34	37674	1
34	38080	1
34	38541	1
34	38557	1
34	39775	1
34	40490	1
34	40665	1
34	40954	1
34	41461	1
34	41506	1
34	42402	1
34	42600	1
34	44241	1
34	44500	1
34	44834	1
34	45903	1
34	46115	1
34	47755	1
34	50020	1
34	50066	1
34	50734	1
34	51739	1
34	52836	1
34	57176	1
34	57950	1
34	58255	1
34	58694	1
34	58835	1
34	60875	1
34	61710	1
34	62449	1
34	64133	1
39	1996	1
39	2578	1
39	3838	1
39	3984	1
39	9620	1
39	11271	1
39	16712	1
39	20050	1
39	20369	1
39	21481	1
39	21938	1
39	22244	1
39	23879	1
39	25158	1
39	26738	1
39	29861	1
39	30547	1
39	31701	1
39	31935	1
39	34630	1
39	35487	1
39	38237	1
39	39150	1
39	39720	1
39	46369	1
39	48969	1
39	49343	1
39	49542	1
39	50007	1
39	55535	1
39	56162	1
39	57035	1
39	58310	1
39	60890	1
39	63722	1
50	5024	1
50	10697	1
50	12745	1
50	13458	1
50	16766	1
50	17493	1
50	26242	1
50	26816	1
50	32444	1
50	52706	1
50	54776	1
50	56791	1
50	56806	1
50	57013	1
50	58122	1
50	63231	1
50	65147	1
51	1691	1
51	2156	1
51	2667	1
51	2819	1
51	3538	1
51	3622	1
51	4336	1
51	4540	1
51	5382	1
51	5452	1
51	5699	1
51	6675	1
51	7126	1
51	8290	1
51	8465	1
51	9195	1
51	9466	1
51	9571	1
51	10416	1
51	10657	1
51	11960	1
51	12066	1
